hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,db_allotment_status,db_allotment_source,db_conservation_total,db_conservation_source,core_reconciled_bucket,core_resolution_status,core_likely_cause,core_live_shape_status,permit_confidence,permit_winner_source,permit_recommended_res,permit_recommended_nr,permit_recommended_total,permit_conflicting_sources,permit_database_alignment,remaining_split_bucket,remaining_matching_sources,remaining_matching_source_count,species_truth_families,conservation_table_present,conservation_table_total,conservation_table_hunt_names,conservation_table_comparison_statuses,conservation_table_row_count
LO1599,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Chalk Creek,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,69,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1600,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Chalk Creek,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,69,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1601,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Chalk Creek,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,69,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1602,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Chalk Creek,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,69,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1603,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,276,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1604,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,276,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1605,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,276,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1606,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,276,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1607,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,117,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1608,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,117,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1609,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,117,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1610,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,117,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1611,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, East",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,685,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1612,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, East",Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,685,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1613,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,685,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1614,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, West",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,672,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1615,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, West",Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,672,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1616,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, West",Deer,Buck,Restricted Rifle,General Season - Private Land Only,Private Land Only,672,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1617,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"West Desert, Swasey",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,926,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1618,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"West Desert, Swasey",Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,926,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1619,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"West Desert, Swasey",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,926,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1620,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Oquirrh/Tintic,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,927,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1621,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Oquirrh/Tintic,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,927,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1622,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Oquirrh/Tintic,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,927,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1623,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cedar/Stansbury,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,925,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1624,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cedar/Stansbury,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,925,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1625,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cedar/Stansbury,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,925,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1627,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Cache,Deer,Buck,Restricted Rifle,General Season - Private Land Only,Private Land Only,29,,,2,,,,,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1628,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Cache,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,29,,,2,,,,,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1629,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,General Season - Private Land Only,Private Land Only,455,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1630,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,455,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LO1631,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Box Elder,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,607,,,1,,,,,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,DEER_BUCK_DB_DIRECT,no,,,,0
LP5025,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,628,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
LP5031,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Box Elder, West - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,755,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
LP5033,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,81,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
LP5046,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"San Rafael, North - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,194,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
LP5049,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,625,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
LP5051,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,245,,,,,,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
MA1005,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Morgan-South Rich,Moose,Antlerless,Any Legal Weapon,General Season,Antlerless,117,6,1,7,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
MA1006,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Wasatch Mtns, West",Moose,Antlerless,Any Legal Weapon,Once-in-a-lifetime,,620,4,1,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
MA1007,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Morgan-South Rich,Moose,Antlerless,Archery,General Season,Antlerless,117,3,0,3,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
MA1008,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Any Legal Weapon,General Season,Antlerless,937,4,1,5,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
MA1011,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,CWMU_CURRENT_PLANNER,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,,,,,,,,,,,,no,,,,0
MB1000,CORE_REVIEW,SPORTSMAN_CONSERVATION_OVERLAP_REVIEW,Code is current sportsman in review set and also appears in conservation table; keep families separate.,yes,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,Statewide Permit,5133,,,,,,5,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,SPORTSMAN_CONTINUITY_LAYER_REVIEW,REVIEW,SPORTSMAN_CURRENT_PLANNER,LIVE_DWR_NO_QUOTA_PUBLISHED,,,,,,,,,,,CONSERVATION_PERMITS_DIRECT,yes,5,Cache,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
MB6011,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns/Central Mtns,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,743,19,3,22,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,19,3,22,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,,no,,,,0
MB6200,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Bear Springs CWMU,Moose,Bull,Any Legal Weapon,CWMU,,575,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6201,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Beaver Hollow CWMU,Moose,Bull,Any Legal Weapon,CWMU,CWMU,561,1,0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,CWMU_CURRENT_PLANNER,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,,,,,,,,,,,,no,,,,0
MB6207,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Durst Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,,567,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6209,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Ensign Ranches CWMU,Moose,Bull,Any Legal Weapon,CWMU,,522,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6217,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Sharp Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,,490,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6220,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,South Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,,491,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6223,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Three C CWMU,Moose,Bull,Any Legal Weapon,CWMU,,553,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6224,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Two Bear CWMU,Moose,Bull,Any Legal Weapon,CWMU,,521,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6225,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Wallsburg CWMU,Moose,Bull,Any Legal Weapon,CWMU,,586,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_OIL_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6240,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Chimney Rock CWMU,Moose,Bull,Any Legal Weapon,CWMU,,732,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6254,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,SJ Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,,576,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
MB6257,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Ingham Peak CWMU,Moose,Bull,Any Legal Weapon,CWMU,,493,1,0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_OIL_PDF_2026_NUMBERS_PENDING,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
