hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,permit_recommended_res,permit_recommended_nr,permit_recommended_total,conservation_table_row_count
EB3100,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry,Mature Bull,222,78,9,87,78,9,87,0
EB3124,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Multiseason,Limited Entry,Mature Bull,222,15,2,17,15,2,17,0
EB3126,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Manti,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,51,175,20,195,175,20,195,0
EB3127,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,222,155,17,172,155,17,172,0
EB3128,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Box Elder, Grouse Creek",Elk,Bull,Multiseason,Conservation,Conservation,867,,,1,,,,1
EB3145,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Boulder,Elk,Bull,Archery,Limited Entry,Mature Bull,172,31,4,35,31,4,35,0
EB3146,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry,Mature Bull,872,39,4,43,39,4,43,0
EB3148,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Boulder,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,172,13,1,14,13,1,14,0
EB3149,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Southwest Desert, South",Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,872,16,2,18,16,2,18,0
EB3152,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Southwest Desert, South",Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,872,26,3,29,26,3,29,0
EB3158,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Beaver, East",Elk,Bull,Late Archery,Limited Entry,Mature Bull,685,18,2,20,18,2,20,1
EB3159,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Beaver, East",Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,685,27,3,30,27,3,30,1
EB3160,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry,Mature Bull,899,22,2,24,22,2,24,0
EB3163,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Book Cliffs, Bitter Creek/East",Elk,Bull,Late Any Legal Weapon,Limited Entry,Mature Bull,899,14,2,16,14,2,16,0
EB3164,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Book Cliffs, Bitter Creek/East",Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,899,25,3,28,25,3,28,1
EB3168,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Cache, Meadowville",Elk,Bull,Late Archery,Limited Entry,Mature Bull,33,4,1,5,,,,0
EB3173,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry,Mature Bull,901,29,3,32,29,3,32,0
EB3175,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Nebo/San Pitch Mtns,Elk,Bull,Early Any Legal Weapon,Limited Entry,Mature Bull,901,12,1,13,12,1,13,0
EB3177,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Nebo/San Pitch Mtns,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,901,34,4,38,34,4,38,0
EB3183,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,La Sal Mtns,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,617,42,5,47,42,5,47,1
EB3187,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Mt Dutton,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,630,22,3,25,22,3,25,1
EB3189,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Panguitch Lake,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,634,20,2,22,20,2,22,1
EB3191,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Boulder,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,172,37,4,41,37,4,41,1
EB3194,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,183,33,4,37,33,4,37,1
EB3198,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Southwest Desert, South",Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,872,46,5,51,46,5,51,1
EB3199,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Wasatch Mtns,Elk,Bull,Late Archery,Limited Entry,Mature Bull,222,9,1,10,9,1,10,1
EB3209,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Box Elder, Pilot Mtn",Elk,Bull,Multiseason,Conservation,Conservation,683,,,1,,,,1
EB3561,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Two Bear CWMU,Elk,Bull,Any Legal Weapon,CWMU,,521,5,0,5,,,,0
EB3609,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Royal Ivory Outfitters CWMU,Elk,Bull,Any Legal Weapon,CWMU,,828,3,0,3,,,,0
EB3616,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Sweetwater CWMU,Elk,Bull,Any Legal Weapon,CWMU,,891,,,1,,,,0
EB3617,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Diamond Mountain CWMU,Elk,Bull,Any Legal Weapon,CWMU,,923,1,0,1,,,,0
EB3620,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,The Dirty Dozen,Elk,Bull,Any Legal Weapon,CWMU,CWMU,923,1,0,1,,,,0
EL3000,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,685,,,,,,,0
EL3002,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Little Creek Roadless,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,12,,,,,,,0
EL3003,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,33,,,,,,,0
EL3005,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,41,,,,,,,0
EL3006,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,51,,,,,,,0
EL3008,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,88,,,,,,,0
EL3009,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,617,,,,,,,0
EL3010,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,629,,,,,,,0
EL3011,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,630,,,,,,,0
EL3013,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope Three Corners,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,140,,,,,,,0
EL3015,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,634,,,,,,,0
EL3018,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,175,,,,,,,0
EL3019,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,183,,,,,,,0
EL3020,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
EL3022,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,222,,,,,,,0
EL3024,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,685,,,,,,,0
EL3025,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,685,,,,,,,0
EL3028,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Little Creek Roadless,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,12,,,,,,,0
EL3031,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Box Elder Pilot Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,682,,,,,,,0
EL3032,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,33,,,,,,,0
EL3033,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,33,,,,,,,0
EL3036,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,41,,,,,,,0
EL3037,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,41,,,,,,,0
EL3038,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,51,,,,,,,0
EL3039,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,51,,,,,,,0
EL3042,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,88,,,,,,,0
EL3043,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,88,,,,,,,0
EL3044,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal Dolores Triangle,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,108,,,,,,,0
EL3045,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,617,,,,,,,0
EL3046,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,617,,,,,,,0
EL3047,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,629,,,,,,,0
EL3048,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,629,,,,,,,0
EL3049,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,630,,,,,,,0
EL3050,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,630,,,,,,,0
EL3053,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope Three Corners,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,140,,,,,,,0
EL3056,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,634,,,,,,,0
EL3057,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,634,,,,,,,0
EL3063,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,175,,,,,,,0
EL3064,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,175,,,,,,,0
EL3065,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,175,,,,,,,0
EL3066,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,183,,,,,,,0
EL3067,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,183,,,,,,,0
EL3068,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
EL3069,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
EL3072,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,222,,,,,,,0
EL3073,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,222,,,,,,,0
EL3077,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,685,,,,,,,0
EL3079,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Little Creek Roadless,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,12,,,,,,,0
EL3081,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,33,,,,,,,0
EL3083,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,41,,,,,,,0
EL3084,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,51,,,,,,,0
EL3086,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,88,,,,,,,0
EL3087,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,617,,,,,,,0
EL3088,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,629,,,,,,,0
EL3089,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,630,,,,,,,0
EL3091,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope Three Corners,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,140,,,,,,,0
EL3093,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,634,,,,,,,0
EL3096,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,175,,,,,,,0
EL3097,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,183,,,,,,,0
EL3098,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,206,,,,,,,0
EL3100,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,222,,,,,,,0
EL3126,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,51,,,,,,,0
EL3127,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,222,,,,,,,0
EL3130,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Box Elder Pilot Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,682,,,,,,,0
EL3132,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache North,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,36,,,,,,,0
