hunt_code,boundary_id,boundary_id_2024,boundary_id_2023,boundary_id_2021,boundary_id_2022,hunt_name,hunt_name_2024,hunt_name_2023,hunt_name_2021,hunt_name_2022,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,draw_design,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2018_res,permits_2018_nr,permits_2018_total,permits_2018_source,permits_2019_res,permits_2019_nr,permits_2019_total,permits_2019_source,permits_2020_res,permits_2020_nr,permits_2020_total,permits_2020_source,permits_2021_res,permits_2021_nr,permits_2021_total,permits_2021_source,permits_2022_res,permits_2022_nr,permits_2022_total,permits_2022_source,permits_2023_res,permits_2023_nr,permits_2023_total,permits_2023_source,permits_2026_res,permits_2026_nr,permits_2026_total,draw_system_type,draw_pool,draw_system_type_source,draw_system_type_confidence,metric_scope,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_success_ratio,resident_p_draw,resident_p_draw_percent,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_success_ratio,nonresident_p_draw,nonresident_p_draw_percent,total_eligible_applicants,total_bonus_permits,total_regular_permits,total_success_ratio,total_p_draw,total_p_draw_percent,actual_draw_year,model_target_year,residency,points,record_type,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_hunt_year,dwr_huntplanner_species,dwr_huntplanner_sex_type,dwr_huntplanner_hunt_type,dwr_huntplanner_weapon,dwr_huntplanner_season_type,dwr_huntplanner_draw_designation,dwr_huntplanner_management_unit_key,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_public_harvest_success_previous_hunting_season,dwr_huntplanner_cwmu_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_bucks_per_100_does_objective,dwr_huntplanner_current_bucks_per_100_does_3yr_average,dwr_huntplanner_bulls_per_100_cows_objective,dwr_huntplanner_bulls_per_100_cows_estimate,dwr_huntplanner_total_hunters_previous_hunting_season,dwr_huntplanner_hunt_name
DS6623,309,,,309,,"San Juan, San Juan River",,,"San Juan, San Juan River",,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,,564,231,Bonus Point Draw Results,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Desert+Bighorn+Sheep&gender=Male+Only,LIVE_DWR_RES_NR_SPLIT,100,,6,2023,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,PASS,,125,73,,,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,,,,,,,,,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,2,0,2,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,2,0,2,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2020;2021;2022;2023;2024;2025;2026,2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6623,2026-09-03T06:27:50.740Z,true,2026,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,,P,desert bighorn sheep:san_juan_san_juan_river,100,100,,,,,,,,"San Juan, San Juan River"
DB1091,314,,,314,,Kaiparowits (HAMS),,,Kaiparowits,,Buck,Deer,Kaiparowits HAMSS,Limited Entry,Max/Weighted Split,Nov 07 2026 - Nov 30 2026,,65,80,Bonus Point Draw Results,4,1,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,60,,,,,,,,,,,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,,,,,,,,,4,1,5,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,4,1,5,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,8,2,10,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,4,1,5,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,4,1,5,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2020;2021;2022;2023;2024;2025;2026,2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1091,2026-09-03T06:27:50.740Z,true,2026,Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",,P,deer:kaiparowit_hams,60,60,,,,,,,,Kaiparowits HAMSS
PB5045,443,,,443,,"San Rafael, Desert",,,"San Rafael, Desert",,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Max/Weighted Split,Sept 12 2026 - Sept 20 2026,,446,537,Bonus Point Draw Results,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,7,1,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,83.3,4.1,4.5,2021,21_bg_report.pdf,PASS,2.0-3.0,300,200,,,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,6,1,7,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_big_game_odds_report.pdf; rollup=max_total_per_hunt_code,14,2,16,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,11,1,12,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,11,1,12,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,18,0,18,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,8,1,9,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,7,1,8,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5045,2026-09-03T06:27:50.740Z,true,2026,Pronghorn,Buck,Limited Entry,Any Legal Weapon,,P,pronghorn:san_rafael_desert,83.3,83.3,,4.1,,,,,,"San Rafael, Desert"
PB5055,443,,,443,,"San Rafael, Desert",,,"San Rafael, Desert",,Buck,Pronghorn,Archery,Limited Entry,Max/Weighted Split,Aug 15 2026 - Sept 11 2026,,456,547,Bonus Point Draw Results,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,100,4.1,4.5,2021,21_bg_report.pdf,PASS,2.0-3.0,300,200,,,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_big_game_odds_report.pdf; rollup=max_total_per_hunt_code,3,0,3,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,3,0,3,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,3,0,3,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,4,0,4,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,2,0,2,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,2,0,2,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5055,2026-09-03T06:27:50.740Z,true,2026,Pronghorn,Buck,Limited Entry,Archery,,P,pronghorn:san_rafael_desert,100,100,,4.1,,,,,,"San Rafael, Desert"
BR7015,444,,,444,,Diamond Mtn/Vernal/Bonanza,,,"South Slope, Bonanza/diamond Mtn/vernal",,Either Sex,Black Bear,Any Legal Weapon,Limited Entry,Max/Weighted Split,"March 28 - May 25, 2026",,23,,2024 Draw Odds PDF Model Target 2025,7,0,7,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,7,0,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,2,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,11,1,12,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,10,1,11,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,10,1,11,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,11,1,12,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,11,1,12,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,22,2,24,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,11,1,12,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,7,0,7,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7015,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,,,black bear:diamond_mountain_vernal_bonanza,,,,,,,,,,Diamond Mtn/Vernal/Bonanza
BR7117,444,,,444,,Diamond Mtn/Vernal/Bonanza,,,"South Slope, Bonanza/diamond Mtn/vernal",,Either Sex,Black Bear,Any Legal Weapon,Limited Entry,Max/Weighted Split,"May 25 - June 28, 2026",,44,,2024 Draw Odds PDF Model Target 2025,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,2,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,9,0,9,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,8,0,8,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,8,0,8,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,9,0,9,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,9,0,9,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,18,0,18,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,9,0,9,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,5,0,5,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7117,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Summer,Any Legal Weapon,Limited Entry - Summer,,black bear:diamond_mountain_vernal_bonanza,,,,,,,,,,Diamond Mtn/Vernal/Bonanza
BR7218,444,,,444,,Diamond Mtn/Vernal/Bonanza,,,"South Slope, Bonanza/diamond Mtn/vernal",,Either Sex,Black Bear,Any Legal Weapon,Limited Entry,Max/Weighted Split,Multiseason,,,,,7,0,7,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,7,0,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,2,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,7,0,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,6,0,6,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,6,0,6,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,7,0,7,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,7,0,7,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,14,0,14,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,7,0,7,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,7,0,7,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7218,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Fall,Any Legal Weapon,Limited Entry - Fall,,black bear:diamond_mountain_vernal_bonanza,,,,,,,,,,Diamond Mtn/Vernal/Bonanza
BR7313,444,,,444,,Diamond Mtn/Vernal/Bonanza,,,"South Slope, Bonanza/diamond Mtn/vernal",,Either Sex,Black Bear,Multiseason,Limited Entry,Max/Weighted Split,Multiseason,,87,,2024 Draw Odds PDF Model Target 2025,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,2,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,7,0,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,3,0,3,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,5,0,5,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,5,0,5,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,5,0,5,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,14,0,14,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,7,0,7,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,5,0,5,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7313,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Limited Entry - Multiseason,,black bear:diamond_mountain_vernal_bonanza,,,,,,,,,,Diamond Mtn/Vernal/Bonanza
BR7120,448,,,448,,"Wasatch Mtns, West-Central",,,"Wasatch Mtns, West - central",,Either Sex,Black Bear,Any Legal Weapon,Limited Entry,Max/Weighted Split,"May 25 - June 28, 2026",,47,,2024 Draw Odds PDF Model Target 2025,22,1,23,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,22,1,23,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,4,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,23,1,24,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,18,1,19,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,18,1,19,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,21,1,22,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,21,1,22,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,46,2,48,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,23,1,24,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,22,1,23,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7120,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Summer,Any Legal Weapon,Limited Entry - Summer,,black bear:wasatch_mountain_west_central,,,,,,,,,,"Wasatch Mtns, West-Central"
BR7221,448,,,448,,"Wasatch Mtns, West-Central",,,"Wasatch Mtns, West - central",,Either Sex,Black Bear,Any Legal Weapon,Limited Entry,Max/Weighted Split,Multiseason,,71,,2024 Draw Odds PDF Model Target 2025,18,2,20,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,4,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,11,1,12,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,7,0,7,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,7,0,7,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,8,0,8,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,8,0,8,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,22,2,24,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,11,1,12,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,18,2,20,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7221,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Fall,Any Legal Weapon,Limited Entry - Fall,,black bear:wasatch_mountain_west_central,,,,,,,,,,"Wasatch Mtns, West-Central"
